"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"6894","Iced Java","1417","27","1511","1530","10.3","10.1","6.6","0.13","0.33","N/A","N/A","N/A","19-25-0","0.432"
"5811","BONDS","1418","26.9","1511","1530","7.8","12.9","6.3","-0.18","0.09","N/A","N/A","N/A","6-4-0","0.600"
"2288","Hydra Robotics","1419","26.9","1511","1530","5.7","15.4","5.9","0.14","0.2","N/A","N/A","N/A","14-13-0","0.519"
"3707","TechnoDogs","1420","26.9","1511","1530","4.7","16.4","5.8","-0.06","-0.07","N/A","N/A","N/A","10-19-0","0.345"
"4311","Swampscott Currents","1421","26.9","1511","1530","6","14","6.9","0.02","0.11","N/A","N/A","N/A","15-13-1","0.534"
"6378","LYNX","1422","26.9","1511","1530","11","11.6","4.4","-0.02","0.13","N/A","N/A","N/A","19-22-0","0.463"
"4141","Monarch Robotics","1423","26.9","1510","1529","5.6","14","7.3","-0.09","0.13","N/A","N/A","N/A","10-12-0","0.455"
"6806","Mineola Wild Reds","1424","26.9","1510","1529","12.3","7.1","7.5","-0.07","0.19","N/A","N/A","N/A","20-23-0","0.465"
"7748","TECHTOLIA ROBOTICS","1425","26.9","1510","1529","12.2","12.9","1.8","-0.06","-0.11","N/A","N/A","N/A","14-12-1","0.537"
"8089","Rockway Robotics","1426","26.9","1510","1529","10.3","9.4","7.2","-0.14","0.22","N/A","N/A","N/A","14-26-0","0.350"
"3098","Waterford Robotics","1427","26.9","1510","1529","9","14.6","3.3","0.15","-0.15","N/A","N/A","N/A","22-22-1","0.500"
"3229","Hawktimus Prime","1428","26.9","1510","1529","9","11.6","6.3","0.03","0.07","N/A","N/A","N/A","26-31-1","0.457"
"3277","ProDigi","1429","26.9","1510","1529","2.7","16.5","7.7","-0.02","0.06","N/A","N/A","N/A","6-14-0","0.300"
"1726","N.E.R.D.S. (Nifty Engineeri...","1430","26.8","1510","1529","11.2","7.4","8.3","-0.17","0.4","N/A","N/A","N/A","5-6-0","0.455"
"5997","Knightling Boltz","1431","26.8","1510","1529","8.1","10.7","8","-0.03","0.21","N/A","N/A","N/A","13-17-0","0.433"
"7318","Nanuet Knightronz","1432","26.8","1510","1529","9.2","12","5.7","-0.07","0.2","N/A","N/A","N/A","4-6-0","0.400"
"5459","Ipswich TIGERS","1433","26.8","1510","1529","11.1","9.5","6.3","0.14","0.22","N/A","N/A","N/A","19-22-0","0.463"
"7538","Metal Mountain","1434","26.8","1510","1529","10","10.4","6.5","-0.04","0.38","N/A","N/A","N/A","24-21-0","0.533"
"4054","Robo Hawks","1435","26.8","1510","1529","5.8","12.7","8.3","-0.09","0.28","N/A","N/A","N/A","4-6-0","0.400"
"8717","Cyber Vipers","1436","26.8","1510","1529","7.3","16.8","2.7","-0.15","0","N/A","N/A","N/A","8-13-1","0.386"
"4982","Olympus Robotics","1437","26.8","1510","1529","7","13.1","6.7","-0.06","0.19","N/A","N/A","N/A","10-17-1","0.375"
"2935","NACI Robotics","1438","26.8","1510","1528","10.9","8.2","7.7","-0.2","0.35","N/A","N/A","N/A","10-20-0","0.333"
"5563","Phalanx","1439","26.8","1510","1528","3.3","12.3","11.2","-0.07","0.31","N/A","N/A","N/A","9-19-1","0.328"
"9054","Johnson City Joules","1440","26.8","1510","1528","9.8","9.3","7.7","0.04","0.18","N/A","N/A","N/A","17-26-1","0.398"
"2070","Royals","1441","26.8","1510","1528","8.6","11.7","6.4","-0.06","0.14","N/A","N/A","N/A","20-20-1","0.500"
"5229","Heritage Hawkbots","1442","26.7","1509","1528","7.4","13.7","5.6","-0.21","0.35","N/A","N/A","N/A","15-16-0","0.484"
"5421","Birch Bots","1443","26.7","1509","1528","7.1","15.5","4.1","-0.21","0.03","N/A","N/A","N/A","5-5-0","0.500"
"8173","Brighton College Gear Zero","1444","26.7","1509","1528","11.8","6.2","8.7","-0.22","0.16","N/A","N/A","N/A","7-6-0","0.538"
"9219","Nine Tails","1445","26.7","1509","1527","8.1","14","4.6","-0.22","0.13","N/A","N/A","N/A","10-12-0","0.455"
"698","Hamilton Microbots","1446","26.6","1509","1527","9.6","13.1","4","-0.22","0.01","N/A","N/A","N/A","5-6-0","0.455"
"904","D Cubed","1447","26.6","1509","1527","12","6.5","8.2","-0.04","0.56","N/A","N/A","N/A","19-23-0","0.452"
"5641","Byron Robotics","1448","26.6","1509","1527","9.4","10","7.3","-0.07","0.38","N/A","N/A","N/A","11-17-1","0.397"
"3489","Category 5","1449","26.6","1509","1527","7.2","13.2","6.2","-0.03","0.22","N/A","N/A","N/A","30-29-0","0.508"
"5576","Team Terminator","1450","26.6","1509","1527","11","8.2","7.4","-0.15","0.33","N/A","N/A","N/A","5-14-0","0.263"
"2635","Lake Monsters","1451","26.6","1509","1527","9.2","11","6.4","-0.2","0.27","N/A","N/A","N/A","13-25-1","0.346"
"2733","Pigmice","1452","26.6","1509","1527","7.1","12.8","6.7","-0.17","0.27","N/A","N/A","N/A","7-20-1","0.268"
"8700","W.I.R.E.D","1453","26.6","1509","1527","7.6","14.6","4.5","-0.07","-0.06","N/A","N/A","N/A","2-17-0","0.105"
"6223","Arsenal Engineering","1454","26.6","1508","1527","9.8","12.1","4.7","-0.13","0.2","N/A","N/A","N/A","2-10-0","0.167"
"1984","Jawas","1455","26.6","1508","1526","8.5","10.3","7.8","-0.05","0.16","N/A","N/A","N/A","4-8-0","0.333"
"4462","Full Metal Jackets","1456","26.6","1508","1526","10.4","9.5","6.6","-0.1","0.17","N/A","N/A","N/A","5-7-0","0.417"
"772","Sabre Bytes Robotics","1457","26.5","1508","1526","7.4","11.7","7.5","0.28","0.29","N/A","N/A","N/A","22-31-0","0.415"
"7036","The RoarBots","1458","26.5","1508","1526","7","13.1","6.4","-0.14","0.19","N/A","N/A","N/A","2-8-0","0.200"
"5160","Chargers","1459","26.5","1508","1526","10.1","9.7","6.7","-0.15","0.36","N/A","N/A","N/A","23-22-2","0.511"
"4320","The Joker","1460","26.5","1508","1526","9.3","10.9","6.3","0.07","0.19","N/A","N/A","N/A","19-26-0","0.422"
"7716","JLW Formula 01","1461","26.5","1508","1526","9.9","7.1","9.5","-0.29","0.25","N/A","N/A","N/A","13-12-0","0.520"
"3042","Cobalt Catalysts","1462","26.5","1508","1526","8.9","8.6","9","-0.02","0.35","N/A","N/A","N/A","18-21-0","0.462"
"6114","Hamilton CyberHawks","1463","26.5","1508","1526","5.7","13.4","7.4","0.04","0.15","N/A","N/A","N/A","13-17-1","0.435"
"3598","SEStematic Eliminators","1464","26.5","1508","1526","11","10.7","4.8","-0.18","0.1","N/A","N/A","N/A","7-13-0","0.350"
"128","The Botcats","1465","26.5","1508","1526","8","11.3","7.1","-0.06","0.34","N/A","N/A","N/A","3-7-0","0.300"
"5110","Robo Herd","1466","26.4","1508","1526","8.7","9.5","8.3","-0.12","0.13","N/A","N/A","N/A","19-12-0","0.613"
"190","Gompei and the H.E.R.D.","1467","26.4","1507","1525","11","8.5","6.9","-0.11","0.26","N/A","N/A","N/A","12-26-0","0.316"
"3452","GreengineerZ","1468","26.4","1507","1525","8.9","9.7","7.9","-0.21","0.33","N/A","N/A","N/A","11-16-0","0.407"
"6067","Underdogs","1469","26.4","1507","1525","10.6","10.1","5.8","-0.21","0.23","N/A","N/A","N/A","12-14-0","0.462"
"6921","Technados","1470","26.4","1507","1525","6.6","13.4","6.5","0.11","0.16","N/A","N/A","N/A","13-28-1","0.321"
"2135","Presentation Invasion","1471","26.4","1507","1525","9.2","9.5","7.8","-0.01","0.26","N/A","N/A","N/A","13-19-0","0.406"
"354","G-House Pirates","1472","26.4","1507","1525","3.3","17.5","5.7","-0.04","-0.04","N/A","N/A","N/A","7-7-0","0.500"
"2957","Knights1","1473","26.4","1507","1525","7.3","11.9","7.2","-0.21","0.28","N/A","N/A","N/A","4-6-0","0.400"
"2197","Las Pumas","1474","26.4","1507","1525","9.5","8.3","8.5","-0.07","0.39","N/A","N/A","N/A","19-27-1","0.415"
"1721","Tidal Force","1475","26.3","1507","1525","7.7","10.3","8.3","-0.16","0.09","N/A","N/A","N/A","11-17-2","0.400"
"1827","THE HIVE","1476","26.3","1507","1524","11.3","8.3","6.8","-0.21","0.12","N/A","N/A","N/A","9-6-0","0.600"
"4050","Biohazard","1477","26.3","1507","1524","8.1","12.4","5.8","0.03","0.08","N/A","N/A","N/A","3-7-0","0.300"
"4955","LA Tech","1478","26.3","1507","1524","9.1","9.8","7.5","-0.18","0.41","N/A","N/A","N/A","9-4-0","0.692"
"6317","Disruptive Innovation","1479","26.3","1507","1524","6.7","16","3.6","0","0.14","N/A","N/A","N/A","11-11-1","0.500"
"4587","Jersey Voltage 4587","1480","26.3","1507","1524","11.2","10.4","4.7","0","0.21","N/A","N/A","N/A","20-22-0","0.476"
"1334","Red Devils","1481","26.3","1507","1524","9.8","7.5","9","0.12","0.4","N/A","N/A","N/A","17-24-1","0.417"
"4992","Sparbotics","1482","26.3","1507","1524","8.3","9.3","8.7","0.15","0.38","N/A","N/A","N/A","30-21-0","0.588"
"4504","B. C. Robotics","1483","26.3","1506","1524","10.2","11.3","4.8","-0.1","0.09","N/A","N/A","N/A","8-14-1","0.370"
"3561","RoboRaiders","1484","26.3","1506","1524","7.6","11","7.7","-0.08","0.35","N/A","N/A","N/A","12-14-0","0.462"
"8132","Sysmik","1485","26.3","1506","1524","11","9.2","6.1","-0.09","0.16","N/A","N/A","N/A","5-4-0","0.556"
"1504","Desperate Penguins","1486","26.2","1506","1524","10.1","8.5","7.6","-0.09","0.29","N/A","N/A","N/A","12-17-1","0.417"
"5933","JudgeMent Call","1487","26.2","1506","1524","8.8","11.9","5.5","-0.01","0.21","N/A","N/A","N/A","14-19-0","0.424"
"7483","Mechanically Challenged","1488","26.2","1506","1524","9.4","8.9","7.9","-0.19","0.27","N/A","N/A","N/A","5-17-0","0.227"
"4778","Stormbots","1489","26.2","1506","1524","6.8","11.1","8.3","-0.15","0.38","N/A","N/A","N/A","9-13-0","0.409"
"9033","Yorktown","1490","26.2","1506","1524","9.1","13.2","3.9","0.07","0.04","N/A","N/A","N/A","16-22-0","0.421"
"4026","Global Dynamics","1491","26.2","1506","1523","8.9","9.7","7.6","-0.2","0.19","N/A","N/A","N/A","16-13-0","0.552"
"2654","Polar Rams","1492","26.2","1506","1523","9.3","9.4","7.5","-0.05","0.15","N/A","N/A","N/A","13-14-0","0.481"
"8118","Gearing With Grace","1493","26.2","1506","1523","5.5","16.6","4.1","-0.04","0.12","N/A","N/A","N/A","6-8-0","0.429"
"358","Robotic Eagles","1494","26.1","1505","1523","7.6","13.9","4.6","-0.01","0","N/A","N/A","N/A","8-12-0","0.400"
"3137","T-Birds","1495","26.1","1505","1523","3.4","16.9","5.8","-0.14","0.09","N/A","N/A","N/A","3-7-0","0.300"
"6166","Thorobotics","1496","26.1","1505","1523","6.4","13.6","6.2","0.01","0.18","N/A","N/A","N/A","11-13-0","0.458"
"5980","East Grand Rapids Robotics","1497","26.1","1505","1523","7.5","10.9","7.7","-0.04","0.31","N/A","N/A","N/A","9-15-0","0.375"
"7506","WILDCARDS","1498","26.1","1505","1523","9","13.2","3.9","0.09","-0.07","N/A","N/A","N/A","17-24-0","0.415"
"6404","Brazilian Storm","1499","26.1","1505","1523","7.4","10.9","7.8","-0.1","0.21","N/A","N/A","N/A","11-9-0","0.550"
"9271","Cyber Porpoises","1500","26.1","1505","1523","6.9","10.6","8.6","-0.1","0.2","N/A","N/A","N/A","6-6-0","0.500"
"9047","SESI SENAI SC TechMaker Rob...","1501","26.1","1505","1522","7.2","13","5.9","-0.2","0.16","N/A","N/A","N/A","8-3-1","0.708"
"7192","Blue Thunderneers","1502","26.1","1505","1522","6.5","14.2","5.3","-0.04","-0.02","N/A","N/A","N/A","12-15-0","0.444"
"8624","Droidex","1503","26.1","1505","1522","6.8","13.2","6.1","-0.1","0.21","N/A","N/A","N/A","5-5-0","0.500"
"3596","Rocket Robotics","1504","26","1505","1522","9","14.1","3","-0.09","0.02","N/A","N/A","N/A","4-8-0","0.333"
"7058","StrathDroids","1505","26","1505","1522","8.7","9.3","8.1","-0.05","0.28","N/A","N/A","N/A","12-15-0","0.444"
"7811","Flamin' Hot Tigers","1506","26","1505","1522","10.6","6.8","8.6","-0.19","0.34","N/A","N/A","N/A","10-14-0","0.417"
"4537","RoboRoos","1507","26","1505","1522","9.7","13.1","3.2","-0.13","0.11","N/A","N/A","N/A","7-8-0","0.467"
"4990","Gryphon Robotics","1508","26","1504","1522","5.9","15.9","4.2","0.05","0.11","N/A","N/A","N/A","6-3-0","0.667"
"3624","ThunderColts","1509","26","1504","1522","6.3","12.1","7.6","0.03","0.32","N/A","N/A","N/A","7-13-0","0.350"
"2171","RoboDogs","1510","25.9","1504","1521","8.5","9.2","8.3","-0.08","0.26","N/A","N/A","N/A","12-16-0","0.429"
"4610","BearTecs","1511","25.9","1504","1521","7.5","12.7","5.7","0.16","0.05","N/A","N/A","N/A","21-20-0","0.512"
"4775","Aztech Robotics","1512","25.9","1504","1521","7.5","12.4","6","-0.04","0.07","N/A","N/A","N/A","18-22-0","0.450"
"6189","Cyber Raiders","1513","25.9","1504","1521","4","16.6","5.3","0.07","0.14","N/A","N/A","N/A","11-18-0","0.379"
"433","Firebirds","1514","25.9","1504","1521","7.7","11.1","7.1","-0.02","0.28","N/A","N/A","N/A","21-24-0","0.467"
"3484","Short Circuit","1515","25.9","1504","1521","3.4","15.9","6.7","0.13","0.11","N/A","N/A","N/A","8-13-0","0.381"
"5863","Hypercubed","1516","25.8","1504","1520","7.9","11.5","6.5","-0.09","0.27","N/A","N/A","N/A","6-6-0","0.500"
"6989","KAISER","1517","25.8","1503","1520","6.9","11.8","7.1","0.04","0.24","N/A","N/A","N/A","13-18-1","0.422"
"2679","Tiger Team","1518","25.8","1503","1520","11.5","7.7","6.7","-0.15","0.29","N/A","N/A","N/A","18-20-1","0.474"
"5613","ThunderDogs","1519","25.8","1503","1520","8.1","10.6","7.1","0.14","0.38","N/A","N/A","N/A","19-25-1","0.433"
"2907","Lion Robotics","1520","25.8","1503","1520","10.4","6.9","8.5","-0.09","0.48","N/A","N/A","N/A","12-17-1","0.417"
"8573","Rogue-Rangers LEGACY","1521","25.8","1503","1520","7","13.7","5.1","0.07","0.13","N/A","N/A","N/A","20-23-1","0.466"
"6098","bIrobot","1522","25.8","1503","1520","7.8","12.2","5.8","0.07","0.44","N/A","N/A","N/A","16-13-0","0.552"
"6925","W.A.Robotics","1523","25.8","1503","1520","8.8","9.3","7.7","-0.13","0.31","N/A","N/A","N/A","13-17-0","0.433"
"191","X-CATS","1524","25.8","1503","1520","4.8","13.1","7.9","-0.23","0.27","N/A","N/A","N/A","6-13-0","0.316"
"2191","Flux Core","1525","25.8","1503","1520","7.4","12.2","6.1","-0.18","0.33","N/A","N/A","N/A","11-16-1","0.411"
"8234","Panthinators","1526","25.8","1503","1520","5.1","12.5","8.2","-0.04","0.21","N/A","N/A","N/A","6-4-0","0.600"
"1360","Orbit Robotics","1527","25.7","1503","1520","8.2","9.5","8.1","-0.15","0.24","N/A","N/A","N/A","23-24-0","0.489"
"3058","AnnDroids","1528","25.7","1503","1520","12.3","4.8","8.7","-0.13","0.39","N/A","N/A","N/A","8-15-0","0.348"
"9135","STEAMSur","1529","25.7","1503","1520","8.7","10.4","6.7","-0.04","0.22","N/A","N/A","N/A","10-11-1","0.477"
"3848","Bots in Shining Armour","1530","25.7","1503","1519","7.2","15.4","3.2","0.22","-0.05","N/A","N/A","N/A","3-10-0","0.231"
"2977","Sir Lancer Bots","1531","25.7","1503","1519","7.9","13.2","4.7","-0.01","0.12","N/A","N/A","N/A","2-8-0","0.200"
"8037","VW Cougar Robotics","1532","25.7","1503","1519","5.9","11.5","8.3","-0.01","0.16","N/A","N/A","N/A","4-6-0","0.400"
"228","GUS Robotics","1533","25.7","1502","1519","5.7","10.9","9.1","-0.04","0.31","N/A","N/A","N/A","18-26-1","0.411"
"1580","The Blue Monkeys","1534","25.6","1502","1519","8.8","8.3","8.6","-0.3","0.44","N/A","N/A","N/A","9-17-0","0.346"
"8709","Pathfinder Tech","1535","25.6","1502","1519","6.9","11.2","7.5","0.04","0.2","N/A","N/A","N/A","13-14-0","0.481"
"5530","The Greenhills Lawnmowers","1536","25.6","1502","1519","9","11.4","5.2","-0.12","-0.02","N/A","N/A","N/A","10-19-0","0.345"
"6615","Bellevillains","1537","25.6","1502","1518","10.2","10.7","4.8","-0.16","0.14","N/A","N/A","N/A","9-15-0","0.375"
"5800","Magic Island Robotics","1538","25.6","1502","1518","9.7","8.9","7","-0.16","0.28","N/A","N/A","N/A","6-7-1","0.464"
"1056","Hot Rocks","1539","25.6","1502","1518","3.6","16.4","5.6","0","0.09","N/A","N/A","N/A","10-16-0","0.385"
"877","Pi Rho 'botics @ North Star","1540","25.6","1502","1518","6.1","11.8","7.7","-0.13","0.19","N/A","N/A","N/A","7-4-0","0.636"
"2421","RTR Team Robotics","1541","25.6","1502","1518","11","5.5","9","0.15","0.46","N/A","N/A","N/A","19-25-0","0.432"
"6100","MS Mobots","1542","25.6","1502","1518","10.6","9.1","5.8","0.15","0.2","N/A","N/A","N/A","13-14-0","0.481"
"486","Positronic Panthers","1543","25.5","1501","1518","8.6","12.4","4.6","0.27","0.02","N/A","N/A","N/A","18-25-1","0.420"
"3219","TREAD (Trojan Robotics, Eng...","1544","25.5","1501","1518","8.4","10.1","7","0.01","0.27","N/A","N/A","N/A","9-17-1","0.352"
"87","Diablo","1545","25.5","1501","1518","6.4","9.1","10.1","0","0.44","N/A","N/A","N/A","13-17-0","0.433"
"558","Elm City Robo Squad","1546","25.5","1501","1517","9.8","11.1","4.5","0.02","0.14","N/A","N/A","N/A","9-18-0","0.333"
"3189","Circuit Breakers","1547","25.5","1501","1517","9.8","11.2","4.5","-0.16","0.1","N/A","N/A","N/A","20-17-0","0.541"
"5655","KelRot","1548","25.5","1501","1517","11.2","10.3","3.9","-0.2","0.22","N/A","N/A","N/A","6-5-0","0.545"
"9116","The Canucks & Bolts","1549","25.5","1501","1517","9.1","9.7","6.6","0.08","0.15","N/A","N/A","N/A","13-26-1","0.338"
"4734","The Iron Plainsmen","1550","25.4","1501","1517","6.9","11.1","7.5","-0.19","0.2","N/A","N/A","N/A","14-13-1","0.518"
"5834","R3P2","1551","25.4","1501","1517","11.3","8.4","5.7","0","0.19","N/A","N/A","N/A","21-22-0","0.488"
"2204","Rambots","1552","25.4","1501","1517","6.8","13.2","5.5","-0.05","0.06","N/A","N/A","N/A","6-4-0","0.600"
"9199","SESI SENAI SHARKS","1553","25.4","1501","1517","6.2","10.8","8.4","-0.19","0.01","N/A","N/A","N/A","8-5-1","0.607"
"5684","Iron Mechs","1554","25.4","1501","1517","7.6","14.1","3.7","-0.11","-0.01","N/A","N/A","N/A","18-12-1","0.597"
"3933","PrepaTec - Taman Keet","1555","25.4","1500","1516","10.8","8.7","5.8","-0.19","0.16","N/A","N/A","N/A","16-13-0","0.552"
"4597","SABERBOTS","1556","25.4","1500","1516","4.5","12.9","8","-0.1","0.2","N/A","N/A","N/A","15-16-0","0.484"
"5130","Undercogs","1557","25.4","1500","1516","6.7","10.1","8.6","-0.06","0.19","N/A","N/A","N/A","11-17-1","0.397"
"8770","CC Robotics","1558","25.4","1500","1516","8","12.9","4.5","-0.1","0.16","N/A","N/A","N/A","4-6-0","0.400"
"9036","Ramen Robotics","1559","25.4","1500","1516","7.3","11.9","6.2","0.11","0.16","N/A","N/A","N/A","16-24-0","0.400"
"5137","Iron Kodiaks","1560","25.4","1500","1516","7.5","11.2","6.7","-0.11","0.28","N/A","N/A","N/A","8-15-0","0.348"
"2180","Zero Gravity","1561","25.4","1500","1516","10.2","6.3","8.8","0.08","0.4","N/A","N/A","N/A","14-28-0","0.333"
"7127","LongMetal","1562","25.3","1500","1516","10.5","11.2","3.7","-0.24","-0.01","N/A","N/A","N/A","10-14-0","0.417"
"7475","WIRED Team 7475","1563","25.3","1500","1516","8.9","10.6","6","0.05","0.11","N/A","N/A","N/A","12-15-0","0.444"
"157","AZTECHS","1564","25.3","1500","1516","11.3","9.3","4.7","-0.05","0.15","N/A","N/A","N/A","12-25-2","0.333"
"9237","Swartz Creek Dragonators","1565","25.3","1500","1516","11.2","8.3","5.8","-0.25","0.34","N/A","N/A","N/A","9-17-0","0.346"
"4817","One Degree North","1566","25.3","1500","1516","7.5","12.3","5.5","0.13","0.06","N/A","N/A","N/A","11-15-1","0.426"
"9118","Pb-ers Laguna - Peñoles","1567","25.3","1500","1516","7.1","10.8","7.4","-0.12","0.4","N/A","N/A","N/A","22-22-0","0.500"
"9005","Avian Robotics","1568","25.3","1500","1516","4.4","12.7","8.1","-0.1","0.14","N/A","N/A","N/A","19-23-2","0.455"
"9068","The Chargers","1569","25.3","1500","1516","9.4","9.5","6.4","-0.09","0.3","N/A","N/A","N/A","9-13-0","0.409"
"8772","Culinary Processing Unit","1570","25.3","1500","1516","7.5","12.1","5.7","0.06","0.11","N/A","N/A","N/A","4-6-0","0.400"
"6618","WARHBOTS","1571","25.3","1500","1516","6.9","12.7","5.6","0.17","0.2","N/A","N/A","N/A","13-17-0","0.433"
"1306","BadgerBOTS","1572","25.3","1500","1515","7.3","11.1","6.8","0.11","0.23","N/A","N/A","N/A","9-13-0","0.409"
"5746","Human Error","1573","25.3","1500","1515","3.7","11","10.6","-0.09","0.38","N/A","N/A","N/A","17-13-0","0.567"
"977","Cometbots","1574","25.2","1500","1515","9.7","8.5","7.1","0.04","0.39","2023vabrb","Blue Ridge Brawl","9","19-24-0","0.442"
"4121","Viking  Robotics","1575","25.2","1499","1515","12.4","7","5.9","-0.08","0.27","N/A","N/A","N/A","10-11-0","0.476"
"5025","Pacific Steel","1576","25.2","1499","1515","9","11.1","5.1","0.05","0.31","N/A","N/A","N/A","12-10-0","0.545"
"4473","4473 Delta Prime Robotics 4...","1577","25.2","1499","1515","6.5","11","7.7","-0.04","0.08","N/A","N/A","N/A","17-17-1","0.500"
"5098","STING - R","1578","25.2","1499","1515","9.7","11.2","4.3","-0.05","-0.01","N/A","N/A","N/A","22-23-0","0.489"
"5623","Robotic Rams","1579","25.2","1499","1515","3.8","13.3","8.1","-0.03","0.27","N/A","N/A","N/A","13-12-1","0.519"
"9169","AGROTECH","1580","25.2","1499","1515","8.8","10.6","5.9","-0.19","0.29","N/A","N/A","N/A","5-8-0","0.385"
"3352","3352 Flaming Monkeys 4-H Ro...","1581","25.1","1499","1514","3.9","14.7","6.5","-0.11","0.1","N/A","N/A","N/A","8-3-0","0.727"
"2543","TitanBot","1582","25.1","1499","1514","12.5","9.2","3.5","0.1","0.27","N/A","N/A","N/A","7-15-0","0.318"
"2708","Lake Effect Robotics","1583","25.1","1499","1514","7.2","11.7","6.3","-0.01","0.18","N/A","N/A","N/A","24-21-0","0.533"
"6358","The Buhlean Operators","1584","25.1","1499","1514","6.8","10.5","7.8","-0.07","0.23","N/A","N/A","N/A","15-18-0","0.455"
"7428","Gigawatts","1585","25.1","1499","1514","9.8","10.7","4.6","-0.07","0.13","N/A","N/A","N/A","13-23-0","0.361"
"8839","Shoshone Robotics 1","1586","25.1","1499","1514","5.2","14.3","5.7","-0.02","0","N/A","N/A","N/A","3-8-0","0.273"
"2224","RoboPhoenix","1587","25.1","1499","1514","11.1","6","8.1","-0.12","0.28","N/A","N/A","N/A","13-15-0","0.464"
"8546","\n","1588","25.1","1499","1514","5.3","10.7","9.1","0.15","0.22","N/A","N/A","N/A","14-15-0","0.483"
"3602","RoboMos","1589","25.1","1498","1514","8.4","9.3","7.4","-0.08","0.3","N/A","N/A","N/A","10-14-1","0.420"
"8119","TigerBotics","1590","25.1","1498","1514","4.3","16.6","4.2","0.05","-0.03","2023catt","Tidal Tumble","9","3-6-0","0.333"
"6005","Cardinaltronics","1591","25.1","1498","1514","7","8.6","9.4","-0.14","0.31","N/A","N/A","N/A","19-24-2","0.444"
"3260","SHARP","1592","25.1","1498","1514","6.2","12.5","6.3","-0.1","0.19","2023pascs","Steel City Showdown","9","9-11-0","0.450"
"4639","The RoboSpartans","1593","25.1","1498","1514","9.1","11.6","4.4","-0.02","0.12","N/A","N/A","N/A","20-20-0","0.500"
"1523","MARS (Mega Awesome Robotic ...","1594","25","1498","1514","10.1","9.4","5.6","-0.11","0.19","N/A","N/A","N/A","10-16-0","0.385"
"4418","Team IMPULSE","1595","25","1498","1513","5.4","11.1","8.5","-0.05","0.16","N/A","N/A","N/A","11-17-1","0.397"
"4549","Iron Bulls","1596","25","1498","1513","9.3","7.5","8.2","-0.25","0.25","N/A","N/A","N/A","6-2-1","0.722"
"7757","Atomic Dishwashers","1597","25","1498","1513","10.5","8.8","5.6","-0.09","0.17","N/A","N/A","N/A","16-24-0","0.400"
"5265","Radical Impact","1598","25","1498","1513","10.5","8.4","6.1","0","0.25","N/A","N/A","N/A","9-14-1","0.396"
"7414","RetroRobotics","1599","25","1498","1513","7.2","12","5.8","0.06","0.16","N/A","N/A","N/A","14-13-0","0.519"
"5996","R.U.R.","1600","25","1498","1513","4.1","15.9","4.9","-0.12","0.13","N/A","N/A","N/A","4-5-0","0.444"
"8424","Tractor Technicians Next Gen","1601","24.9","1497","1513","9.3","5.6","10.1","-0.26","0.44","N/A","N/A","N/A","7-18-0","0.280"
"9139","Reserve Robotics","1602","24.9","1497","1513","7.5","10.7","6.8","-0.18","0.26","N/A","N/A","N/A","1-9-0","0.100"
"4277","Thingamajiggers","1603","24.9","1497","1513","10.5","9.9","4.5","0.01","0.18","N/A","N/A","N/A","4-5-0","0.444"
"1554","Oceanside Robotics","1604","24.9","1497","1512","8.9","11.2","4.8","-0.06","0.12","N/A","N/A","N/A","3-7-0","0.300"
"2826","Wave Robotics","1605","24.9","1497","1512","5.9","14.9","4.1","0.11","0.08","N/A","N/A","N/A","9-10-0","0.474"
"7747","Hancock High Tech","1606","24.9","1497","1512","5.5","14.4","5","-0.14","0.2","N/A","N/A","N/A","10-5-0","0.667"
"4308","ABSOLUTE ROBOTICS","1607","24.9","1497","1512","7.5","8.8","8.6","-0.03","0.34","N/A","N/A","N/A","14-27-1","0.345"
"6831","A-05 Annex","1608","24.9","1497","1512","7.7","10.1","7.2","0.07","0.11","N/A","N/A","N/A","14-28-0","0.333"
"8726","CryptoHawks","1609","24.9","1497","1512","8.6","12.7","3.6","0.46","0.11","N/A","N/A","N/A","17-24-0","0.415"
"4187","RoboRams","1610","24.8","1497","1512","7.8","8.4","8.6","0.04","0.27","N/A","N/A","N/A","11-16-3","0.417"
"4580","Conductors","1611","24.8","1497","1512","7.9","11.2","5.8","-0.09","0.24","N/A","N/A","N/A","10-22-1","0.318"
"2586","Copper Bots","1612","24.8","1497","1512","6.1","9.5","9.2","0.06","0.35","N/A","N/A","N/A","15-14-1","0.517"
"841","The BioMechs","1613","24.8","1497","1512","4.4","14.3","6.1","0.11","0.25","N/A","N/A","N/A","11-12-0","0.478"
"9001","Delta Force","1614","24.8","1497","1512","13","7.3","4.5","-0.19","0.18","N/A","N/A","N/A","8-7-0","0.533"
"2423","The KwarQs","1615","24.8","1496","1511","8.4","10.4","6","0.15","0.18","N/A","N/A","N/A","18-25-0","0.419"
"5182","Chieftainators","1616","24.8","1496","1511","8.1","12.1","4.6","-0.13","0.06","N/A","N/A","N/A","11-15-0","0.423"
"4176","Iron Tigers","1617","24.8","1496","1511","10.6","6.9","7.3","-0.13","0.37","N/A","N/A","N/A","10-14-0","0.417"
"4855","Ramageddon","1618","24.7","1496","1511","7.6","10.3","6.8","-0.2","0.32","N/A","N/A","N/A","14-17-0","0.452"
