"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"5535","Bionic Bison","960","33.2","1550","1583","8.1","19","6.2","0.29","0.01","N/A","N/A","N/A","21-23-1","0.478"
"6712","Mountaineers","961","33.2","1550","1583","10.2","17","6.1","0.21","0.18","N/A","N/A","N/A","21-22-0","0.488"
"1902","Exploding Bacon","962","33.2","1550","1583","9.6","19.5","4.2","0.11","0.05","N/A","N/A","N/A","22-19-2","0.535"
"9208","EPS Eddies","963","33.2","1550","1583","12.1","12.8","8.4","0.05","0.36","N/A","N/A","N/A","23-34-1","0.405"
"3373","Team RoboHawk","964","33.2","1550","1583","9.1","13.8","10.3","0.15","0.35","N/A","N/A","N/A","22-20-1","0.523"
"8595","This Is How We Play","965","33.2","1550","1583","13.2","13.5","6.4","-0.17","0.36","N/A","N/A","N/A","14-10-0","0.583"
"2506","Saber Robotics","966","33.2","1550","1583","10.9","15.3","7","-0.02","0.17","N/A","N/A","N/A","19-22-0","0.463"
"4586","PRIMO","967","33.2","1550","1583","11.3","13.1","8.8","0.06","0.39","N/A","N/A","N/A","19-21-0","0.475"
"3193","Falco Tech","968","33.2","1550","1583","6.3","16.5","10.3","0.1","0.51","N/A","N/A","N/A","11-11-0","0.500"
"2854","The Prototypes","969","33.1","1550","1583","9.8","15.6","7.8","0.09","0.21","N/A","N/A","N/A","12-13-0","0.480"
"4188","Columbus Space Program","970","33.1","1550","1583","9.9","16","7.2","0.16","0.24","N/A","N/A","N/A","29-22-0","0.569"
"2574","RoboHuskie","971","33.1","1549","1582","9.6","15","8.5","-0.13","0.16","N/A","N/A","N/A","7-2-0","0.778"
"1675","UPS (Ultimate Protection Sq...","972","33.1","1549","1582","11","16.1","6","0.03","0.21","N/A","N/A","N/A","6-15-0","0.286"
"5635","Demacia","973","33.1","1549","1582","11.8","14.2","7.1","0.02","0.22","N/A","N/A","N/A","22-31-1","0.417"
"116","Epsilon Delta","974","33.1","1549","1582","8.5","19.2","5.5","0.14","0.21","N/A","N/A","N/A","19-20-1","0.487"
"2526","Crimson Robotics","975","33.1","1549","1582","9.4","17","6.7","0.01","0.06","N/A","N/A","N/A","10-12-0","0.455"
"2333","S.C.R.E.E.C.H.","976","33.1","1549","1582","10.2","17.6","5.3","0.07","0.06","N/A","N/A","N/A","18-20-0","0.474"
"1657","Hamosad","977","33","1549","1582","7.7","20","5.3","0.18","0.07","N/A","N/A","N/A","22-19-0","0.537"
"7712","ACCN UMOJA","978","33","1549","1581","10.8","18","4.2","0.35","-0.03","N/A","N/A","N/A","23-21-0","0.523"
"5115","Knight Riders","979","33","1549","1581","10.2","19","3.8","0.2","0.04","N/A","N/A","N/A","19-23-0","0.452"
"3234","Red Arrows","980","33","1549","1581","13.2","10.4","9.4","0.05","0.54","N/A","N/A","N/A","14-16-1","0.468"
"3313","Mechatronics","981","32.9","1548","1581","9.7","17.6","5.7","0.08","0.13","N/A","N/A","N/A","15-10-1","0.596"
"6570","Whiteford Bobcats","982","32.9","1548","1581","11.1","13.8","8.1","0.01","0.44","N/A","N/A","N/A","13-14-1","0.482"
"931","Perpetual Chaos","983","32.9","1548","1581","9.9","14.9","8.1","-0.03","0.25","N/A","N/A","N/A","7-6-1","0.536"
"2036","The Black Knights","984","32.9","1548","1581","15.6","8.8","8.6","-0.21","0.32","N/A","N/A","N/A","7-8-0","0.467"
"5167","Vi-Bots","985","32.9","1548","1580","12.6","14.8","5.4","0.1","0.29","N/A","N/A","N/A","22-21-0","0.512"
"2344","The Saunders Droid Factory","986","32.9","1548","1580","5.1","21.3","6.4","-0.06","0.3","N/A","N/A","N/A","7-5-0","0.583"
"5464","Bluejacket Robotics","987","32.8","1548","1580","9.4","19.5","3.9","0.34","0.06","N/A","N/A","N/A","12-12-0","0.500"
"2181","G.E.A.R.s (Great Engineers ...","988","32.8","1548","1580","9.4","15.9","7.6","0.03","0.25","N/A","N/A","N/A","8-3-0","0.727"
"8817","Buccaneer Robotics","989","32.8","1548","1580","10.7","13.8","8.3","-0.13","0.44","N/A","N/A","N/A","14-15-0","0.483"
"639","Code Red Robotics","990","32.8","1548","1580","10.2","14.9","7.7","0.05","0.28","N/A","N/A","N/A","8-13-0","0.381"
"5603","The Warrior Bots","991","32.8","1548","1580","8.9","16.4","7.5","0.17","0.11","N/A","N/A","N/A","23-19-0","0.548"
"1551","The Grapes of Wrath","992","32.8","1547","1579","12.4","12.7","7.7","-0.12","0.53","N/A","N/A","N/A","12-9-1","0.568"
"399","Eagle Robotics","993","32.8","1547","1579","12.2","15","5.5","-0.04","0.09","N/A","N/A","N/A","19-17-0","0.528"
"5547","The Talons","994","32.8","1547","1579","9.9","14.9","8","-0.14","0.27","N/A","N/A","N/A","15-11-0","0.577"
"5837","Unity4Tech","995","32.8","1547","1579","10.1","15.6","7.1","-0.07","0.16","N/A","N/A","N/A","15-11-2","0.571"
"2537","Space RAIDers","996","32.7","1547","1579","7.2","17.2","8.4","-0.02","0.28","N/A","N/A","N/A","19-24-1","0.443"
"3939","Botetourt 4-H Robotics","997","32.7","1547","1579","9.7","16.6","6.4","0.3","0.14","2023vabrb","Blue Ridge Brawl","9","21-20-1","0.512"
"888","Robotiators","998","32.7","1547","1578","13.7","10.3","8.6","0.27","0.36","N/A","N/A","N/A","27-17-0","0.614"
"1700","Gatorbotics","999","32.7","1547","1578","8.2","19","5.4","0.29","-0.02","N/A","N/A","N/A","12-22-0","0.353"
"6936","Innovation Vault 6936","1000","32.6","1546","1578","8.9","17.8","5.9","0","0.19","N/A","N/A","N/A","8-12-0","0.400"
"9226","GR Pioneers","1001","32.6","1546","1578","9.6","16.9","6.1","0.14","0.12","N/A","N/A","N/A","20-23-0","0.465"
"957","SWARM - South and West Alba...","1002","32.6","1546","1578","13.9","12.3","6.4","0.02","0.38","N/A","N/A","N/A","11-16-2","0.414"
"8016","Eco Robotics","1003","32.6","1546","1578","5.6","23","4","0.06","-0.05","N/A","N/A","N/A","13-13-0","0.500"
"4377","Boyne City Blaze","1004","32.6","1546","1578","10.3","14.3","8","0.09","0.18","N/A","N/A","N/A","21-23-0","0.477"
"3490","Viper Drive","1005","32.5","1546","1577","12.6","13.8","6.1","0.14","0.43","N/A","N/A","N/A","23-23-1","0.500"
"5090","TorqueNados","1006","32.5","1546","1577","11.2","16.5","4.8","0.12","0.24","N/A","N/A","N/A","15-14-0","0.517"
"2556","RadioActive Roaches","1007","32.5","1546","1577","5.4","20","7.1","0.12","0.08","N/A","N/A","N/A","14-17-1","0.453"
"5843","Flurb","1008","32.5","1546","1577","7.9","17.4","7.2","0.11","0.11","N/A","N/A","N/A","27-20-0","0.574"
"2587","DiscoBots","1009","32.5","1546","1577","8.7","15.9","7.8","0.13","0.26","N/A","N/A","N/A","20-19-0","0.513"
"6479","AZTECH Robotics","1010","32.5","1546","1577","11.9","12","8.6","-0.05","0.47","2023azrl4","Arizona Robotics League Qualifier 4","9","12-13-0","0.480"
"456","Siege Robotics","1011","32.5","1546","1577","10.7","11.3","10.5","0.19","0.54","2023rsr","The Dow Red Stick Rumble","9","14-17-0","0.452"
"2648","Infinite Loop","1012","32.5","1546","1577","7.7","16.8","8","0.34","0.1","N/A","N/A","N/A","19-24-0","0.442"
"753","High Desert Droids","1013","32.5","1545","1577","10.4","15.6","6.5","0.02","0.05","N/A","N/A","N/A","18-25-2","0.422"
"8117","RoboRovers","1014","32.4","1545","1576","8.5","14.9","9","0.19","0.34","2023njbw","Raritan Valley Science & Technology Showcase","9","20-21-0","0.488"
"5829","AwtyBots","1015","32.4","1545","1576","8.7","18.2","5.5","0.3","0.29","N/A","N/A","N/A","24-18-0","0.571"
"3473","Team Sprocket","1016","32.4","1545","1576","7.1","20.2","5.1","0.29","0.3","2023cass","SoCal Showdown","9","21-17-1","0.551"
"6884","Deep-Space Robotics","1017","32.4","1545","1576","9.2","15","8.2","0.16","0.24","N/A","N/A","N/A","9-13-0","0.409"
"8879","REDBird Robotics","1018","32.4","1545","1576","11.2","14","7.2","-0.13","0.33","N/A","N/A","N/A","14-12-0","0.538"
"7913","Bearly Functioning","1019","32.4","1545","1576","9.1","14.7","8.6","0.3","0.16","N/A","N/A","N/A","18-21-0","0.462"
"2051","The Beattie Bulldogs","1020","32.4","1545","1576","11.1","13.7","7.6","-0.04","0.25","N/A","N/A","N/A","9-11-0","0.450"
"1711","RAPTORS","1021","32.4","1545","1576","9.4","16.8","6.2","0.11","0.19","N/A","N/A","N/A","23-20-0","0.535"
"3464","Sim-City","1022","32.4","1545","1576","10.1","13.6","8.7","-0.01","0.34","N/A","N/A","N/A","12-16-0","0.429"
"5618","PLS","1023","32.3","1545","1576","10.3","10.4","11.6","-0.18","0.36","N/A","N/A","N/A","12-12-0","0.500"
"5735","Control Freaks","1024","32.3","1545","1575","7.2","16.3","8.8","0.37","0.22","N/A","N/A","N/A","14-17-0","0.452"
"4","Team 4 ELEMENT","1025","32.3","1544","1575","9.8","14.9","7.6","0","0.14","2023cass","SoCal Showdown","9","25-26-2","0.491"
"2473","Goldstrikers","1026","32.2","1544","1575","11","15.2","6.1","0.26","0.35","N/A","N/A","N/A","10-14-0","0.417"
"7287","Esquimalt Atom Smashers","1027","32.2","1544","1575","13.1","12.6","6.6","-0.21","0.33","N/A","N/A","N/A","9-6-0","0.600"
"8230","KoiBots","1028","32.2","1544","1574","14.8","11.2","6.2","0.2","0.35","N/A","N/A","N/A","19-20-2","0.488"
"4087","Voodoo Voltage","1029","32.2","1544","1574","12.4","8.9","10.9","-0.12","0.45","N/A","N/A","N/A","15-14-0","0.517"
"9255","Botmasterz Degree","1030","32.2","1544","1574","8.6","17.7","5.8","0.07","0.18","N/A","N/A","N/A","18-22-0","0.450"
"894","The Power Chargers","1031","32.1","1543","1574","8.1","20.5","3.5","0.01","-0.08","N/A","N/A","N/A","14-17-0","0.452"
"1255","Blarglefish","1032","32.1","1543","1574","11.1","18.1","2.9","0.11","-0.02","N/A","N/A","N/A","21-21-0","0.500"
"4403","PrepaTec - ROULT - Peñoles","1033","32.1","1543","1573","3.4","23.4","5.2","-0.21","-0.01","N/A","N/A","N/A","22-13-0","0.629"
"4513","Circuit Breakers","1034","32.1","1543","1573","9","15","8.2","0.07","0.15","N/A","N/A","N/A","15-16-0","0.484"
"4627","Manning Robotics","1035","32.1","1543","1573","11.6","13.6","6.8","0.08","0.36","N/A","N/A","N/A","16-14-1","0.532"
"3275","The Regulators","1036","32.1","1543","1573","11.2","15.9","5","0.03","0.23","N/A","N/A","N/A","14-9-0","0.609"
"6753","CBA RoboKings","1037","32.1","1543","1573","11.2","12.9","8","0.14","0.33","N/A","N/A","N/A","24-22-0","0.522"
"9094","Earthquakers' Robotics","1038","32","1543","1573","10.2","16.1","5.8","0.24","0.17","N/A","N/A","N/A","20-23-0","0.465"
"3179","The A.N.T.","1039","32","1543","1573","9.4","15.4","7.2","0.05","0.36","N/A","N/A","N/A","12-12-0","0.500"
"6152","Robo-Falcons","1040","32","1543","1573","10.5","14.1","7.4","0.11","0.13","N/A","N/A","N/A","23-21-1","0.522"
"9000","Zebracakes","1041","32","1543","1573","11.3","11.1","9.6","0.02","0.33","N/A","N/A","N/A","22-29-1","0.433"
"45","TechnoKats Robotics Team","1042","32","1542","1572","9.8","13.2","9","0.23","0.39","N/A","N/A","N/A","19-24-0","0.442"
"3637","The Daleks","1043","32","1542","1572","10.2","19.1","2.7","0.18","0.03","2023njbw","Raritan Valley Science & Technology Showcase","9","20-21-1","0.488"
"7540","Timberwolf Robotics","1044","31.9","1542","1572","8.4","16.2","7.4","0.05","0.19","N/A","N/A","N/A","16-25-1","0.393"
"6941","IronPulse Robotics","1045","31.9","1542","1572","14.8","11.8","5.3","0.01","0.22","N/A","N/A","N/A","4-8-0","0.333"
"5402","Wreckless Robotics","1046","31.9","1542","1572","7.7","15.3","8.9","0.08","0.2","N/A","N/A","N/A","11-17-0","0.393"
"6763","FUSION","1047","31.9","1542","1572","8.3","14.7","8.9","0.19","0.35","N/A","N/A","N/A","24-23-1","0.510"
"5920","VIKotics","1048","31.9","1542","1572","6.2","19.4","6.2","0.19","0.09","N/A","N/A","N/A","21-26-0","0.447"
"6026","Tiger Strike","1049","31.9","1542","1572","7.6","16.2","8.1","-0.1","0.29","N/A","N/A","N/A","10-17-0","0.370"
"8764","Thunder Robotics","1050","31.9","1542","1572","11","14.4","6.4","0.22","0.22","N/A","N/A","N/A","21-20-0","0.512"
"7782","Wolverine Circuit Breakers","1051","31.9","1542","1572","11.1","13.7","7.1","0.16","0.23","N/A","N/A","N/A","22-23-0","0.489"
"4327","Q Branch","1052","31.9","1542","1572","10.1","13.7","8.1","0.22","0.43","N/A","N/A","N/A","25-30-0","0.455"
"5442","Mechanical Monarchy","1053","31.8","1542","1571","10.2","15.3","6.3","0.03","0.34","N/A","N/A","N/A","11-14-1","0.442"
"236","Techno-Ticks","1054","31.8","1542","1571","12.5","10.7","8.7","-0.05","0.29","N/A","N/A","N/A","11-18-0","0.379"
"5924","Golden Gate Robotics","1055","31.8","1542","1571","11.8","12.4","7.7","0.22","0.41","N/A","N/A","N/A","13-13-1","0.500"
"2445","RoboKAP","1056","31.8","1541","1571","7.4","18.7","5.7","-0.03","0.09","N/A","N/A","N/A","9-18-0","0.333"
"5053","Lakers","1057","31.7","1541","1571","10.4","15","6.3","-0.04","0.17","N/A","N/A","N/A","15-16-0","0.484"
"5468","Chaos Theory","1058","31.7","1541","1570","12.1","14.2","5.4","0.11","0.09","N/A","N/A","N/A","29-32-1","0.476"
"8701","GRAFFITI","1059","31.7","1541","1570","10","14.3","7.3","-0.05","0.28","N/A","N/A","N/A","9-17-0","0.346"
"5937","MI-Robotics","1060","31.6","1540","1570","12.5","12.3","6.9","-0.06","0.2","N/A","N/A","N/A","12-19-0","0.387"
"3418","RoboRiot","1061","31.6","1540","1570","8.5","15.2","8","0.02","0.38","N/A","N/A","N/A","10-13-0","0.435"
"5413","Stellar Robotics","1062","31.6","1540","1570","7.3","16.2","8.2","0.22","0.49","N/A","N/A","N/A","12-11-0","0.522"
"3597","Robo-Rangers","1063","31.6","1540","1570","9","14","8.6","-0.04","0.33","N/A","N/A","N/A","10-11-0","0.476"
"2059","The Hitchhikers","1064","31.6","1540","1569","8.5","15.5","7.6","0.14","0.36","N/A","N/A","N/A","32-24-1","0.570"
"6833","Phoenix Robotics","1065","31.6","1540","1569","8.7","15.4","7.4","-0.02","0.25","2023azrl4","Arizona Robotics League Qualifier 4","9","22-17-0","0.564"
"4500","RoboHounds","1066","31.6","1540","1569","8.9","17.4","5.3","0.21","0.27","N/A","N/A","N/A","6-6-1","0.500"
"4860","Salesian Ironmen","1067","31.6","1540","1569","8.5","20.2","2.9","-0.01","-0.01","N/A","N/A","N/A","5-7-0","0.417"
"6877","Mechanical Mustangs","1068","31.6","1540","1569","8.6","13.8","9.2","0.05","0.37","N/A","N/A","N/A","9-17-0","0.346"
"1076","Pi Hi Samurai","1069","31.6","1540","1569","10.1","12.4","9","-0.13","0.27","N/A","N/A","N/A","13-14-0","0.481"
"1769","Digital Hawks","1070","31.6","1540","1569","12.4","11.2","7.9","0.01","0.35","N/A","N/A","N/A","16-15-0","0.516"
"1209","Robo Hornets","1071","31.5","1540","1569","7.6","16.1","7.9","0.13","0.2","N/A","N/A","N/A","17-11-0","0.607"
"1188","Ravens","1072","31.5","1540","1569","9.1","13.6","8.8","0.17","0.28","N/A","N/A","N/A","14-15-0","0.483"
"3952","Troy Robotics","1073","31.5","1540","1569","13.3","12.5","5.7","-0.04","0.27","N/A","N/A","N/A","11-13-0","0.458"
"3017","Patriots","1074","31.5","1539","1568","6.5","17","8","0.03","0.14","N/A","N/A","N/A","8-5-0","0.615"
"9102","CyborgBulls","1075","31.5","1539","1568","3","20.2","8.4","0.07","0.13","N/A","N/A","N/A","6-4-1","0.591"
"2102","Team Paradox","1076","31.5","1539","1568","9.7","14.9","6.9","0.01","0.43","2023catt","Tidal Tumble","9","18-15-0","0.545"
"4456","Mech Cadets","1077","31.4","1539","1568","12.3","13.1","6.1","0.16","0.23","N/A","N/A","N/A","23-18-2","0.558"
"4737","Atomigators","1078","31.4","1539","1568","10.1","14.8","6.5","0.03","0.21","N/A","N/A","N/A","14-13-0","0.519"
"5112","The Gongoliers","1079","31.4","1539","1568","10.6","13.3","7.4","0.22","0.48","N/A","N/A","N/A","22-22-0","0.500"
"7136","Thistletown Scot Bots","1080","31.4","1539","1568","8","14","9.4","0.28","0.36","N/A","N/A","N/A","17-23-1","0.427"
"2143","Team Tobor","1081","31.4","1539","1567","8.4","15.5","7.5","0.07","0.26","N/A","N/A","N/A","9-7-0","0.563"
"5474","Clairemonster","1082","31.4","1539","1567","10.1","14.1","7.2","-0.1","0.26","N/A","N/A","N/A","5-4-0","0.556"
"8005","Mega MeadowBots","1083","31.4","1539","1567","5.7","19.3","6.4","0.16","0.3","N/A","N/A","N/A","11-13-0","0.458"
"5172","Gators","1084","31.4","1539","1567","2.8","20.6","8","0.21","0.21","N/A","N/A","N/A","17-10-0","0.630"
"287","Floyd Robotics","1085","31.3","1539","1567","10","14.7","6.7","0.02","0.2","N/A","N/A","N/A","9-12-0","0.429"
"8729","Sparkling H2O","1086","31.3","1538","1567","11","13","7.3","-0.16","0.36","N/A","N/A","N/A","30-32-0","0.484"
"3293","OtterBots","1087","31.3","1538","1567","6.9","15.2","9.2","-0.02","0.21","N/A","N/A","N/A","5-7-0","0.417"
"611","Saxons","1088","31.3","1538","1567","10.8","15.4","5.1","0.23","0.12","N/A","N/A","N/A","19-22-0","0.463"
"1799","Wired Up!","1089","31.3","1538","1567","7.2","17.6","6.5","-0.18","0.09","N/A","N/A","N/A","15-12-0","0.556"
"3984","Topper Robotics","1090","31.3","1538","1567","6.4","16.8","8","0.17","0.17","N/A","N/A","N/A","16-15-0","0.516"
"2945","Steel Mustangs","1091","31.3","1538","1567","9.8","11.9","9.6","0.1","0.28","N/A","N/A","N/A","16-21-0","0.432"
"4159","CardinalBotics","1092","31.3","1538","1567","9","16.5","5.9","-0.1","0.2","N/A","N/A","N/A","10-14-0","0.417"
"4652","Ironmen 2","1093","31.3","1538","1567","13.5","11.8","6","0.01","0.24","N/A","N/A","N/A","13-18-0","0.419"
"4043","NerdHerd","1094","31.2","1538","1566","9.8","14.1","7.4","-0.02","0.22","N/A","N/A","N/A","13-14-3","0.483"
"8858","Beast from the East","1095","31.2","1538","1566","9.8","14.3","7.2","0.22","0.27","N/A","N/A","N/A","20-25-1","0.446"
"2486","CocoNuts","1096","31.2","1538","1566","10.3","13.9","7","0.09","0.28","2023azrl4","Arizona Robotics League Qualifier 4","9","23-27-0","0.460"
"8727","Glitch 2.0","1097","31.2","1538","1566","11.5","12.9","6.8","0.3","0.25","N/A","N/A","N/A","20-23-1","0.466"
"1287","Aluminum Assault","1098","31.2","1538","1566","6","19.6","5.6","0.23","0.04","N/A","N/A","N/A","24-19-0","0.558"
"2771","Code Red Robotics the Stray...","1099","31.2","1538","1566","12.4","14.1","4.7","0.1","0.12","N/A","N/A","N/A","32-24-0","0.571"
"5144","LISD TECHnicians","1100","31.2","1538","1566","11.1","14.2","6","0.13","0.22","N/A","N/A","N/A","13-17-0","0.433"
"2130","Alpha+","1101","31.2","1538","1566","11.3","14.3","5.5","0.01","0.17","N/A","N/A","N/A","4-9-0","0.308"
"1708","AMP'D Robotics","1102","31.1","1537","1565","6.8","14.1","10.2","-0.14","0.39","N/A","N/A","N/A","16-22-0","0.421"
"3200","Raptacon","1103","31.1","1537","1565","7.6","16.5","7","-0.2","0.18","N/A","N/A","N/A","14-14-0","0.500"
"223","Xtreme Heat","1104","31.1","1537","1565","9.8","14.6","6.7","0.09","0.23","N/A","N/A","N/A","21-25-0","0.457"
"8513","Sisters 1st","1105","31.1","1537","1565","11.5","11.7","7.9","-0.22","0.36","N/A","N/A","N/A","10-15-1","0.404"
"2374","Crusader Bots","1106","31.1","1537","1565","8.5","14.9","7.7","0.01","0.28","N/A","N/A","N/A","13-13-3","0.500"
"2386","Trojans","1107","31.1","1537","1565","10.9","13.8","6.4","0.03","0.35","N/A","N/A","N/A","18-23-0","0.439"
"4361","Roxbotix","1108","31.1","1537","1565","13.3","11.1","6.6","0.15","0.26","N/A","N/A","N/A","28-30-0","0.483"
"4135","Iron Patriots","1109","31.1","1537","1565","8.8","17.7","4.6","-0.03","0.01","N/A","N/A","N/A","17-21-1","0.449"
"7451","AvengerRobotics","1110","31.1","1537","1565","11.8","14","5.2","-0.01","0.15","N/A","N/A","N/A","22-27-2","0.451"
"7694","THE IRON LIONS","1111","31.1","1537","1565","11.6","12.3","7.2","-0.11","0.4","N/A","N/A","N/A","21-20-1","0.512"
"7102","PrepaTec - Daedalus","1112","31","1537","1565","10.4","12.3","8.3","-0.24","0.2","2023catt","Tidal Tumble","9","22-11-0","0.667"
"141","WOBOT","1113","31","1537","1565","7.5","16","7.5","-0.07","0.35","N/A","N/A","N/A","14-14-0","0.500"
"2667","Knights of the Valley","1114","31","1537","1565","9.6","15.6","5.8","0","0.22","N/A","N/A","N/A","12-18-0","0.400"
"5126","Electromagnetic Panthers (E...","1115","31","1537","1565","9.9","17.2","3.9","0.09","0.23","N/A","N/A","N/A","14-15-0","0.483"
"2040","DERT - Dunlap Eagles Roboti...","1116","31","1537","1564","10.6","11.6","8.8","0.11","0.4","N/A","N/A","N/A","7-18-1","0.288"
"7202","Cyber Orioles","1117","31","1537","1564","11.4","14.9","4.7","-0.14","0.12","N/A","N/A","N/A","15-15-0","0.500"
"418","Purple Haze","1118","31","1537","1564","11.6","12.8","6.6","0.08","0.12","N/A","N/A","N/A","24-20-1","0.544"
"991","BroncoBots","1119","31","1536","1564","11.6","11.1","8.3","-0.05","0.45","2023azrl4","Arizona Robotics League Qualifier 4","9","14-17-0","0.452"
"2165","BisonBots","1120","31","1536","1564","11.3","12.1","7.6","-0.09","0.39","N/A","N/A","N/A","11-15-0","0.423"
"3648","Sparta Robotica","1121","31","1536","1564","7.6","15.6","7.8","0.04","0.36","N/A","N/A","N/A","13-14-0","0.481"
"6758","Otternauts","1122","31","1536","1564","10","14.2","6.8","-0.07","0.24","N/A","N/A","N/A","6-6-0","0.500"
"6968","Team Pi","1123","31","1536","1564","5.2","19.6","6.2","-0.02","0.23","N/A","N/A","N/A","16-14-0","0.533"
"2405","Techno Trojans","1124","31","1536","1564","8.9","13.8","8.2","0.07","0.24","N/A","N/A","N/A","13-19-0","0.406"
"7645","NK MTC","1125","31","1536","1564","14.1","11.7","5.1","-0.05","0.19","N/A","N/A","N/A","17-12-0","0.586"
